PWM,human_TF,mouse_TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
AJ_ETV2::HOXA2_002,ETV2::HOXA2,Etv2::Hoxa2,ETV2::HOXA2_002,9749,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::HOXA2
AJ_ETV2::HOXB13_001,ETV2::HOXB13,Etv2::Hoxb13,ETV2::HOXB13_001,4314,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::HOXB13
AJ_ETV2::HOXB13_002,ETV2::HOXB13,Etv2::Hoxb13,ETV2::HOXB13_002,5648,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::HOXB13
AJ_ETV2::NHLH1_001,ETV2::NHLH1,Etv2::Nhlh1,ETV2::NHLH1_001,4821,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::NHLH1
AJ_ETV2::NHLH1_002,ETV2::NHLH1,Etv2::Nhlh1,ETV2::NHLH1_002,6660,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::NHLH1
AJ_ETV2::ONECUT2_001,ETV2::ONECUT2,Etv2::Onecut2,ETV2::ONECUT2_001,1862,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::ONECUT2
AJ_ETV2::ONECUT2_002,ETV2::ONECUT2,Etv2::Onecut2,ETV2::ONECUT2_002,1463,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::ONECUT2
AJ_ETV2::ONECUT2_003,ETV2::ONECUT2,Etv2::Onecut2,ETV2::ONECUT2_003,1960,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::ONECUT2
AJ_ETV2::ONECUT2_004,ETV2::ONECUT2,Etv2::Onecut2,ETV2::ONECUT2_004,3475,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::ONECUT2
AJ_ETV2::ONECUT2_005,ETV2::ONECUT2,Etv2::Onecut2,ETV2::ONECUT2_005,2780,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::ONECUT2
AJ_ETV2::PAX5,ETV2::PAX5,Etv2::Pax5,ETV2::PAX5_001,4662,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::PAX5
AJ_ETV2::PITX1,ETV2::PITX1,Etv2::Pitx1,ETV2::PITX1_001,1785,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::PITX1
AJ_ETV2::RFX5_001,ETV2::RFX5,Etv2::Rfx5,ETV2::RFX5_001,2251,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::RFX5
AJ_ETV2::RFX5_002,ETV2::RFX5,Etv2::Rfx5,ETV2::RFX5_002,1255,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::RFX5
AJ_ETV2::RFX5_003,ETV2::RFX5,Etv2::Rfx5,ETV2::RFX5_003,852,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::RFX5
AJ_ETV2::RFX5_004,ETV2::RFX5,Etv2::Rfx5,ETV2::RFX5_004,897,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::RFX5
AJ_ETV2::SOX15_001,ETV2::SOX15,Etv2::Sox15,ETV2::SOX15_001,882,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SOX15
AJ_ETV2::SOX15_002,ETV2::SOX15,Etv2::Sox15,ETV2::SOX15_002,759,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SOX15
AJ_ETV2::SOX15_003,ETV2::SOX15,Etv2::Sox15,ETV2::SOX15_003,1324,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SOX15
AJ_ETV2::SOX15_004,ETV2::SOX15,Etv2::Sox15,ETV2::SOX15_004,1494,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SOX15
AJ_ETV2::SPDEF,ETV2::SPDEF,Etv2::Spdef,ETV2::SPDEF_001,24004,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SPDEF
AJ_ETV2::SREBF2_001,ETV2::SREBF2,Etv2::Srebf2,ETV2::SREBF2_001,485,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SREBF2
AJ_ETV2::SREBF2_002,ETV2::SREBF2,Etv2::Srebf2,ETV2::SREBF2_002,455,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::SREBF2
AJ_ETV2::TBX21_001,ETV2::TBX21,Etv2::Tbx21,ETV2::TBX21_001,2652,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TBX21
AJ_ETV2::TBX21_002,ETV2::TBX21,Etv2::Tbx21,ETV2::TBX21_002,7870,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TBX21
AJ_ETV2::TBX21_003,ETV2::TBX21,Etv2::Tbx21,ETV2::TBX21_003,6333,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TBX21
AJ_ETV2::TCF3,ETV2::TCF3,Etv2::Tcf3,ETV2::TCF3_001,842,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TCF3
AJ_ETV2::TEF_001,ETV2::TEF,Etv2::Tef,ETV2::TEF_001,1284,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TEF
AJ_ETV2::TEF_002,ETV2::TEF,Etv2::Tef,ETV2::TEF_002,2637,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV2::TEF
AJ_ETV5::CEBPD,ETV5::CEBPD,Etv5::Cebpd,ETV5::CEBPD_001,335,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::CEBPD
AJ_ETV5::CLOCK,ETV5::CLOCK,Etv5::Clock,ETV5::CLOCK_001,672,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::CLOCK
AJ_ETV5::DLX2,ETV5::DLX2,Etv5::Dlx2,ETV5::DLX2_001,1470,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::DLX2
AJ_ETV5::DRGX_001,ETV5::DRGX,Etv5::Drgx,ETV5::DRGX_001,526,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::DRGX
AJ_ETV5::DRGX_002,ETV5::DRGX,Etv5::Drgx,ETV5::DRGX_002,297,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::DRGX
AJ_ETV5::EOMES_001,ETV5::EOMES,Etv5::Eomes,ETV5::EOMES_001,310,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::EOMES
AJ_ETV5::EOMES_002,ETV5::EOMES,Etv5::Eomes,ETV5::EOMES_002,1170,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::EOMES
AJ_ETV5::ETV7,ETV5::ETV7,Etv5::Etv7,ETV5::ETV7_001,527,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::ETV7
AJ_ETV5::EVX1_001,ETV5::EVX1,Etv5::Evx1,ETV5::EVX1_001,4006,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::EVX1
AJ_ETV5::EVX1_002,ETV5::EVX1,Etv5::Evx1,ETV5::EVX1_002,630,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::EVX1
AJ_ETV5::EVX1_003,ETV5::EVX1,Etv5::Evx1,ETV5::EVX1_003,318,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::EVX1
AJ_ETV5::FIGLA,ETV5::FIGLA,Etv5::Figla,ETV5::FIGLA_001,2142,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FIGLA
AJ_ETV5::FOXI1_001,ETV5::FOXI1,Etv5::Foxi1,ETV5::FOXI1_001,502,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FOXI1
AJ_ETV5::FOXI1_002,ETV5::FOXI1,Etv5::Foxi1,ETV5::FOXI1_002,1858,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FOXI1
AJ_ETV5::FOXI1_003,ETV5::FOXI1,Etv5::Foxi1,ETV5::FOXI1_003,644,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FOXI1
AJ_ETV5::FOXO1_001,ETV5::FOXO1,Etv5::Foxo1,ETV5::FOXO1_001,614,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FOXO1
AJ_ETV5::FOXO1_002,ETV5::FOXO1,Etv5::Foxo1,ETV5::FOXO1_002,285,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::FOXO1
AJ_ETV5::HES7_001,ETV5::HES7,Etv5::Hes7,ETV5::HES7_001,175,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HES7
AJ_ETV5::HES7_002,ETV5::HES7,Etv5::Hes7,ETV5::HES7_002,147,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HES7
AJ_ETV5::HOXA13_001,ETV5::HOXA13,Etv5::Hoxa13,ETV5::HOXA13_001,266,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HOXA13
AJ_ETV5::HOXA13_002,ETV5::HOXA13,Etv5::Hoxa13,ETV5::HOXA13_002,2826,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HOXA13
AJ_ETV5::HOXA2_001,ETV5::HOXA2,Etv5::Hoxa2,ETV5::HOXA2_001,406,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HOXA2
AJ_ETV5::HOXA2_002,ETV5::HOXA2,Etv5::Hoxa2,ETV5::HOXA2_002,1691,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HOXA2
AJ_ETV5::HOXA2_003,ETV5::HOXA2,Etv5::Hoxa2,ETV5::HOXA2_003,2996,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::HOXA2
AJ_ETV5::TCF3_001,ETV5::TCF3,Etv5::Tcf3,ETV5::TCF3_001,487,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::TCF3
AJ_ETV5::TCF3_002,ETV5::TCF3,Etv5::Tcf3,ETV5::TCF3_002,253,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV5::TCF3
AJ_ETV7_001,ETV7,-,ETV7_002,8820,"Jolma A et al., Nature, 2015",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
AJ_ETV7_002,ETV7,-,ETV7_003,3488,"Jolma A et al., Nature, 2015",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
AJ_ETV7_003,ETV7,-,ETV7_004,4234,"Jolma A et al., Nature, 2015",Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,ETV6-like factors
AJ_ETV7::TBX21_001,ETV7::TBX21,Etv7::Tbx21,ETV7::TBX21_001,438,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV7::TBX21
AJ_ETV7::TBX21_002,ETV7::TBX21,Etv7::Tbx21,ETV7::TBX21_002,377,"Jolma A et al., Nature, 2015",Other,Other,Composite,ETV7::TBX21
AJ_FLI1::BHLHA15,FLI1::BHLHA15,Fli1::Bhlha15,FLI1::BHLHA15_001,88,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::BHLHA15
AJ_FLI1::CEBPB,FLI1::CEBPB,Fli1::Cebpb,FLI1::CEBPB_001,4025,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::CEBPB
AJ_FLI1::CEBPD,FLI1::CEBPD,Fli1::Cebpd,FLI1::CEBPD_001,548,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::CEBPD
AJ_FLI1::DLX2_001,FLI1::DLX2,Fli1::Dlx2,FLI1::DLX2_001,294,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::DLX2
AJ_FLI1::DLX2_002,FLI1::DLX2,Fli1::Dlx2,FLI1::DLX2_002,462,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::DLX2
AJ_FLI1::DLX2_003,FLI1::DLX2,Fli1::Dlx2,FLI1::DLX2_003,3142,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::DLX2
AJ_FLI1::DRGX,FLI1::DRGX,Fli1::Drgx,FLI1::DRGX_001,485,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::DRGX
AJ_FLI1::ETV7,FLI1::ETV7,Fli1::Etv7,FLI1::ETV7_001,3908,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::ETV7
AJ_FLI1::FIGLA,FLI1::FIGLA,Fli1::Figla,FLI1::FIGLA_001,3648,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::FIGLA
AJ_FLI1::FOXI1_001,FLI1::FOXI1,Fli1::Foxi1,FLI1::FOXI1_001,897,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::FOXI1
AJ_FLI1::FOXI1_002,FLI1::FOXI1,Fli1::Foxi1,FLI1::FOXI1_002,4465,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::FOXI1
AJ_FLI1::FOXI1_003,FLI1::FOXI1,Fli1::Foxi1,FLI1::FOXI1_003,2136,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::FOXI1
AJ_FLI1::FOXI1_004,FLI1::FOXI1,Fli1::Foxi1,FLI1::FOXI1_004,2530,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::FOXI1
AJ_FLI1::HOXB13_001,FLI1::HOXB13,Fli1::Hoxb13,FLI1::HOXB13_001,147,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::HOXB13
AJ_FLI1::HOXB13_002,FLI1::HOXB13,Fli1::Hoxb13,FLI1::HOXB13_002,409,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::HOXB13
AJ_FLI1::MAX,FLI1::MAX,Fli1::Max,FLI1::MAX_001,447,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::MAX
AJ_FLI1::ONECUT2,FLI1::ONECUT2,Fli1::Onecut2,FLI1::ONECUT2_001,257,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::ONECUT2
AJ_FLI1::TCF3,FLI1::TCF3,Fli1::Tcf3,FLI1::TCF3_001,246,"Jolma A et al., Nature, 2015",Other,Other,Composite,FLI1::TCF3
AJ_FOS,FOS,Fos,FOS_002,1845,"Jolma A et al., Nature, 2015",Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
AJ_FOXA1,FOXA1,Foxa1,FOXA1_004,1955,"Jolma A et al., Nature, 2015",Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXA
AJ_FOXJ2::ELF1_001,FOXJ2::ELF1,Foxj2::Elf1,FOXJ2::ELF1_001,1884,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::ELF1
AJ_FOXJ2::ELF1_002,FOXJ2::ELF1,Foxj2::Elf1,FOXJ2::ELF1_002,8269,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::ELF1
AJ_FOXJ2::HOXB13_001,FOXJ2::HOXB13,Foxj2::Hoxb13,FOXJ2::HOXB13_001,368,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::HOXB13
AJ_FOXJ2::HOXB13_002,FOXJ2::HOXB13,Foxj2::Hoxb13,FOXJ2::HOXB13_002,310,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::HOXB13
AJ_FOXJ2::HOXB13_003,FOXJ2::HOXB13,Foxj2::Hoxb13,FOXJ2::HOXB13_003,932,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::HOXB13
AJ_FOXJ2::HOXB13_004,FOXJ2::HOXB13,Foxj2::Hoxb13,FOXJ2::HOXB13_004,1118,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::HOXB13
AJ_FOXJ2::PITX1_001,FOXJ2::PITX1,Foxj2::Pitx1,FOXJ2::PITX1_001,463,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::PITX1
AJ_FOXJ2::PITX1_002,FOXJ2::PITX1,Foxj2::Pitx1,FOXJ2::PITX1_002,241,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ2::PITX1
AJ_FOXJ3::ELF1,FOXJ3::ELF1,Foxj3::Elf1,FOXJ3::ELF1_001,4025,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ3::ELF1
AJ_FOXJ3::TBX21_001,FOXJ3::TBX21,Foxj3::Tbx21,FOXJ3::TBX21_001,11175,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ3::TBX21
AJ_FOXJ3::TBX21_002,FOXJ3::TBX21,Foxj3::Tbx21,FOXJ3::TBX21_002,13349,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXJ3::TBX21
AJ_FOXO1::ELF1_001,FOXO1::ELF1,Foxo1::Elf1,FOXO1::ELF1_001,2255,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELF1
AJ_FOXO1::ELF1_002,FOXO1::ELF1,Foxo1::Elf1,FOXO1::ELF1_002,496,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELF1
AJ_FOXO1::ELF1_003,FOXO1::ELF1,Foxo1::Elf1,FOXO1::ELF1_003,302,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELF1
AJ_FOXO1::ELK1_001,FOXO1::ELK1,Foxo1::Elk1,FOXO1::ELK1_001,1589,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELK1
AJ_FOXO1::ELK1_002,FOXO1::ELK1,Foxo1::Elk1,FOXO1::ELK1_002,1602,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELK1
AJ_FOXO1::ELK1_003,FOXO1::ELK1,Foxo1::Elk1,FOXO1::ELK1_003,621,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELK1
AJ_FOXO1::ELK3_001,FOXO1::ELK3,Foxo1::Elk3,FOXO1::ELK3_001,1318,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELK3
AJ_FOXO1::ELK3_002,FOXO1::ELK3,Foxo1::Elk3,FOXO1::ELK3_002,153,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ELK3
AJ_FOXO1::ETV1,FOXO1::ETV1,Foxo1::Etv1,FOXO1::ETV1_001,952,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ETV1
AJ_FOXO1::ETV4_001,FOXO1::ETV4,Foxo1::Etv4,FOXO1::ETV4_001,481,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ETV4
AJ_FOXO1::ETV4_002,FOXO1::ETV4,Foxo1::Etv4,FOXO1::ETV4_002,177,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ETV4
AJ_FOXO1::ETV7,FOXO1::ETV7,Foxo1::Etv7,FOXO1::ETV7_001,1054,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::ETV7
AJ_FOXO1::FLI1,FOXO1::FLI1,Foxo1::Fli1,FOXO1::FLI1_001,237,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::FLI1
AJ_FOXO1::HOXA10,FOXO1::HOXA10,Foxo1::Hoxa10,FOXO1::HOXA10_001,138,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::HOXA10
AJ_FOXO1::HOXB13_001,FOXO1::HOXB13,Foxo1::Hoxb13,FOXO1::HOXB13_001,377,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::HOXB13
AJ_FOXO1::HOXB13_002,FOXO1::HOXB13,Foxo1::Hoxb13,FOXO1::HOXB13_002,392,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::HOXB13
AJ_FOXO1::HOXB13_003,FOXO1::HOXB13,Foxo1::Hoxb13,FOXO1::HOXB13_003,230,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::HOXB13
AJ_FOXO1::SPDEF,FOXO1::SPDEF,Foxo1::Spdef,FOXO1::SPDEF_001,389,"Jolma A et al., Nature, 2015",Other,Other,Composite,FOXO1::SPDEF
AJ_GATA1,GATA1,Gata1,GATA1_004,35550,"Jolma A et al., Nature, 2015",Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
AJ_GCM1::CEBPB_001,GCM1::CEBPB,Gcm1::Cebpb,GCM1::CEBPB_001,1583,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::CEBPB
AJ_GCM1::CEBPB_002,GCM1::CEBPB,Gcm1::Cebpb,GCM1::CEBPB_002,2751,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::CEBPB
AJ_GCM1::CEBPB_003,GCM1::CEBPB,Gcm1::Cebpb,GCM1::CEBPB_003,2502,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::CEBPB
AJ_GCM1::ELF1_001,GCM1::ELF1,Gcm1::Elf1,GCM1::ELF1_001,792,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELF1
AJ_GCM1::ELF1_002,GCM1::ELF1,Gcm1::Elf1,GCM1::ELF1_002,1357,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELF1
AJ_GCM1::ELF1_003,GCM1::ELF1,Gcm1::Elf1,GCM1::ELF1_003,527,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELF1
AJ_GCM1::ELK1_001,GCM1::ELK1,Gcm1::Elk1,GCM1::ELK1_001,1342,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELK1
AJ_GCM1::ELK1_002,GCM1::ELK1,Gcm1::Elk1,GCM1::ELK1_002,3315,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELK1
AJ_GCM1::ELK1_003,GCM1::ELK1,Gcm1::Elk1,GCM1::ELK1_003,2739,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELK1
AJ_GCM1::ELK3_001,GCM1::ELK3,Gcm1::Elk3,GCM1::ELK3_001,692,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELK3
AJ_GCM1::ELK3_002,GCM1::ELK3,Gcm1::Elk3,GCM1::ELK3_002,2353,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ELK3
AJ_GCM1::ERG,GCM1::ERG,Gcm1::Erg,GCM1::ERG_001,199,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ERG
AJ_GCM1::ETV1,GCM1::ETV1,Gcm1::Etv1,GCM1::ETV1_001,597,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ETV1
AJ_GCM1::ETV4,GCM1::ETV4,Gcm1::Etv4,GCM1::ETV4_001,1989,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ETV4
AJ_GCM1::ETV7_001,GCM1::ETV7,Gcm1::Etv7,GCM1::ETV7_001,763,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ETV7
AJ_GCM1::ETV7_002,GCM1::ETV7,Gcm1::Etv7,GCM1::ETV7_002,2717,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::ETV7
AJ_GCM1::FIGLA_001,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_001,1350,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_002,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_002,1663,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_003,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_003,1620,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_004,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_004,1896,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_005,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_005,1616,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_006,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_006,1191,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_007,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_007,1417,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_008,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_008,1779,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA_009,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_009,1499,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA
AJ_GCM1::FIGLA::010,GCM1::FIGLA,Gcm1::Figla,GCM1::FIGLA_010,1239,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FIGLA::010
AJ_GCM1::FOXI1_001,GCM1::FOXI1,Gcm1::Foxi1,GCM1::FOXI1_001,2204,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXI1
AJ_GCM1::FOXI1_002,GCM1::FOXI1,Gcm1::Foxi1,GCM1::FOXI1_002,4266,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXI1
AJ_GCM1::FOXI1_003,GCM1::FOXI1,Gcm1::Foxi1,GCM1::FOXI1_003,2039,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXI1
AJ_GCM1::FOXI1_004,GCM1::FOXI1,Gcm1::Foxi1,GCM1::FOXI1_004,517,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXI1
AJ_GCM1::FOXI1_005,GCM1::FOXI1,Gcm1::Foxi1,GCM1::FOXI1_005,775,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXI1
AJ_GCM1::FOXO1_001,GCM1::FOXO1,Gcm1::Foxo1,GCM1::FOXO1_001,2466,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXO1
AJ_GCM1::FOXO1_002,GCM1::FOXO1,Gcm1::Foxo1,GCM1::FOXO1_002,148,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::FOXO1
AJ_GCM1::HOXA13,GCM1::HOXA13,Gcm1::Hoxa13,GCM1::HOXA13_001,1097,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXA13
AJ_GCM1::HOXA2,GCM1::HOXA2,Gcm1::Hoxa2,GCM1::HOXA2_001,925,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXA2
AJ_GCM1::HOXB13_001,GCM1::HOXB13,Gcm1::Hoxb13,GCM1::HOXB13_001,147,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXB13
AJ_GCM1::HOXB13_002,GCM1::HOXB13,Gcm1::Hoxb13,GCM1::HOXB13_002,249,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXB13
AJ_GCM1::HOXB13_003,GCM1::HOXB13,Gcm1::Hoxb13,GCM1::HOXB13_003,1122,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXB13
AJ_GCM1::HOXB13_004,GCM1::HOXB13,Gcm1::Hoxb13,GCM1::HOXB13_004,782,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::HOXB13
AJ_GCM1::MAX_001,GCM1::MAX,Gcm1::Max,GCM1::MAX_001,4288,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::MAX
AJ_GCM1::MAX_002,GCM1::MAX,Gcm1::Max,GCM1::MAX_002,2624,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::MAX
AJ_GCM1::MAX_003,GCM1::MAX,Gcm1::Max,GCM1::MAX_003,6643,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::MAX
AJ_GCM1::MAX_004,GCM1::MAX,Gcm1::Max,GCM1::MAX_004,3604,"Jolma A et al., Nature, 2015",Other,Other,Composite,GCM1::MAX
